onset	duration	parametric_modulation	regressor	description
60.028	2	1	1	HV Go
65.029	2	1	1	HV Go
75.029	2	1	1	HV Go
100.03	2	1	1	HV Go
103.03	2	1	1	HV Go
112.03	2	1	1	HV Go
19.028	2	1	2	HV NoGo
49.03	2	1	2	HV NoGo
115.03	2	1	2	HV NoGo
123.03	2	1	2	HV NoGo
126.03	2	1	2	HV NoGo
158.03	2	1	2	HV NoGo
11.028	2	1	3	LV Go
15.028	2	1	3	LV Go
35.028	2	1	3	LV Go
70.029	2	1	3	LV Go
94.029	2	1	3	LV Go
97.029	2	1	3	LV Go
8.0276	2	1	4	LV NoGo
87.029	2	1	4	LV NoGo
118.03	2	1	4	LV NoGo
145.03	2	1	4	LV NoGo
148.03	2	1	4	LV NoGo
151.03	2	1	4	LV NoGo
27.028	2	1	5	HV Neutral
44.029	2	1	5	HV Neutral
83.029	2	1	5	HV Neutral
129.03	2	1	5	HV Neutral
139.03	2	1	5	HV Neutral
161.03	2	1	5	HV Neutral
30.028	2	1	6	LV Neutral
38.028	2	1	6	LV Neutral
56.028	2	1	6	LV Neutral
79.029	2	1	6	LV Neutral
134.03	2	1	6	LV Neutral
142.03	2	1	6	LV Neutral
52.028	2	1	7	HV Sanity
107.03	2	1	7	HV Sanity
2.1549	2	1	8	LV Sanity
90.029	2	1	8	LV Sanity
60.028	2	-0.020202	9	HV Go - by choice
65.029	2	-0.2702	9	HV Go - by choice
75.029	2	0.31313	9	HV Go - by choice
100.03	2	-0.020202	9	HV Go - by choice
103.03	2	0.063131	9	HV Go - by choice
112.03	2	-0.065657	9	HV Go - by choice
19.028	2	-0.31187	10	HV NoGo - by choice
49.03	2	0.18813	10	HV NoGo - by choice
115.03	2	0.18813	10	HV NoGo - by choice
123.03	2	-0.02399	10	HV NoGo - by choice
126.03	2	-0.1452	10	HV NoGo - by choice
158.03	2	0.1048	10	HV NoGo - by choice
11.028	2	-0.013889	11	LV Go - by choice
15.028	2	-0.34722	11	LV Go - by choice
35.028	2	-0.013889	11	LV Go - by choice
70.029	2	0.069444	11	LV Go - by choice
94.029	2	0.069444	11	LV Go - by choice
97.029	2	0.23611	11	LV Go - by choice
8.0276	2	-0.15278	12	LV NoGo - by choice
87.029	2	0.013889	12	LV NoGo - by choice
118.03	2	0.013889	12	LV NoGo - by choice
145.03	2	0.097222	12	LV NoGo - by choice
148.03	2	-0.15278	12	LV NoGo - by choice
151.03	2	0.18056	12	LV NoGo - by choice
2.1549	2	-0.29156	13	All - by value
8.0276	2	-0.22949	13	All - by value
11.028	2	-0.25383	13	All - by value
15.028	2	-0.22426	13	All - by value
19.028	2	0.20902	13	All - by value
27.028	2	0.37224	13	All - by value
30.028	2	-0.15438	13	All - by value
35.028	2	-0.18798	13	All - by value
38.028	2	-0.14776	13	All - by value
44.029	2	0.12555	13	All - by value
49.03	2	0.26802	13	All - by value
52.028	2	0.35149	13	All - by value
56.028	2	-0.34752	13	All - by value
60.028	2	0.21836	13	All - by value
65.029	2	0.18772	13	All - by value
70.029	2	-0.17682	13	All - by value
75.029	2	0.17498	13	All - by value
79.029	2	-0.13522	13	All - by value
83.029	2	0.12081	13	All - by value
87.029	2	-0.20387	13	All - by value
90.029	2	-0.30705	13	All - by value
94.029	2	-0.23759	13	All - by value
97.029	2	-0.20165	13	All - by value
100.03	2	0.15964	13	All - by value
103.03	2	0.30249	13	All - by value
107.03	2	0.33695	13	All - by value
112.03	2	0.17956	13	All - by value
115.03	2	0.16395	13	All - by value
118.03	2	-0.26629	13	All - by value
123.03	2	0.17695	13	All - by value
126.03	2	0.16034	13	All - by value
129.03	2	0.38424	13	All - by value
134.03	2	-0.33943	13	All - by value
139.03	2	0.11834	13	All - by value
142.03	2	-0.12658	13	All - by value
145.03	2	-0.20164	13	All - by value
148.03	2	-0.21258	13	All - by value
151.03	2	-0.1766	13	All - by value
158.03	2	0.29795	13	All - by value
161.03	2	0.11352	13	All - by value
