onset	duration	parametric_modulation	regressor	description
27.02	2	1	1	HV Go
35.02	2	1	1	HV Go
123.02	2	1	1	HV Go
126.02	2	1	1	HV Go
142.02	2	1	1	HV Go
161.02	2	1	1	HV Go
44.021	2	1	2	HV NoGo
94.026	2	1	2	HV NoGo
97.021	2	1	2	HV NoGo
134.02	2	1	2	HV NoGo
148.02	2	1	2	HV NoGo
158.02	2	1	2	HV NoGo
8.02	2	1	3	LV Go
49.021	2	1	3	LV Go
70.022	2	1	3	LV Go
87.021	2	1	3	LV Go
129.02	2	1	3	LV Go
151.02	2	1	3	LV Go
11.02	2	1	4	LV NoGo
19.02	2	1	4	LV NoGo
65.021	2	1	4	LV NoGo
100.02	2	1	4	LV NoGo
112.02	2	1	4	LV NoGo
118.02	2	1	4	LV NoGo
15.02	2	1	5	HV Neutral
38.02	2	1	5	HV Neutral
60.021	2	1	5	HV Neutral
75.023	2	1	5	HV Neutral
83.021	2	1	5	HV Neutral
90.025	2	1	5	HV Neutral
52.022	2	1	6	LV Neutral
79.023	2	1	6	LV Neutral
103.02	2	1	6	LV Neutral
107.02	2	1	6	LV Neutral
115.02	2	1	6	LV Neutral
145.02	2	1	6	LV Neutral
2.1432	2	1	7	HV Sanity
30.02	2	1	7	HV Sanity
56.023	2	1	8	LV Sanity
139.02	2	1	8	LV Sanity
27.02	2	0.083333	9	HV Go - by choice
35.02	2	-0.083333	9	HV Go - by choice
123.02	2	0.33333	9	HV Go - by choice
126.02	2	-0.5	9	HV Go - by choice
142.02	2	0.083333	9	HV Go - by choice
161.02	2	0.083333	9	HV Go - by choice
44.021	2	0.16667	10	HV NoGo - by choice
94.026	2	-0.083333	10	HV NoGo - by choice
97.021	2	0	10	HV NoGo - by choice
134.02	2	0.083333	10	HV NoGo - by choice
148.02	2	0.16667	10	HV NoGo - by choice
158.02	2	-0.33333	10	HV NoGo - by choice
8.02	2	0.032828	11	LV Go - by choice
49.021	2	-0.38384	11	LV Go - by choice
70.022	2	0.28283	11	LV Go - by choice
87.021	2	0.11616	11	LV Go - by choice
129.02	2	-0.080808	11	LV Go - by choice
151.02	2	0.032828	11	LV Go - by choice
11.02	2	-0.11237	12	LV NoGo - by choice
19.02	2	0.47096	12	LV NoGo - by choice
65.021	2	-0.11237	12	LV NoGo - by choice
100.02	2	-0.02904	12	LV NoGo - by choice
112.02	2	-0.18813	12	LV NoGo - by choice
118.02	2	-0.02904	12	LV NoGo - by choice
2.1432	2	0.33047	13	All - by value
8.02	2	-0.25668	13	All - by value
11.02	2	-0.23195	13	All - by value
15.02	2	0.16487	13	All - by value
19.02	2	-0.24135	13	All - by value
27.02	2	0.21087	13	All - by value
30.02	2	0.33596	13	All - by value
35.02	2	0.22629	13	All - by value
38.02	2	0.13646	13	All - by value
44.021	2	0.23177	13	All - by value
49.021	2	-0.25091	13	All - by value
52.022	2	-0.1097	13	All - by value
56.023	2	-0.2918	13	All - by value
60.021	2	0.15969	13	All - by value
65.021	2	-0.28808	13	All - by value
70.022	2	-0.27005	13	All - by value
75.023	2	0.13128	13	All - by value
79.023	2	-0.35568	13	All - by value
83.021	2	0.37116	13	All - by value
87.021	2	-0.22593	13	All - by value
90.025	2	0.35144	13	All - by value
94.026	2	0.27608	13	All - by value
97.021	2	0.20884	13	All - by value
100.02	2	-0.25423	13	All - by value
103.02	2	-0.17266	13	All - by value
107.02	2	-0.36917	13	All - by value
112.02	2	-0.17586	13	All - by value
115.02	2	-0.17141	13	All - by value
118.02	2	-0.22175	13	All - by value
123.02	2	0.26558	13	All - by value
126.02	2	0.19288	13	All - by value
129.02	2	-0.18312	13	All - by value
134.02	2	0.19111	13	All - by value
139.02	2	-0.29781	13	All - by value
142.02	2	0.16488	13	All - by value
145.02	2	-0.17333	13	All - by value
148.02	2	0.28385	13	All - by value
151.02	2	-0.17978	13	All - by value
158.02	2	0.17729	13	All - by value
161.02	2	0.3105	13	All - by value
