onset	duration	parametric_modulation	regressor	description
79.019	2	1	1	HV Go
82.019	2	1	1	HV Go
102.02	2	1	1	HV Go
111.02	2	1	1	HV Go
119.02	2	1	1	HV Go
161.02	2	1	1	HV Go
2.024	2	1	2	HV NoGo
6.0177	2	1	2	HV NoGo
35.018	2	1	2	HV NoGo
105.02	2	1	2	HV NoGo
130.02	2	1	2	HV NoGo
139.02	2	1	2	HV NoGo
31.018	2	1	3	LV Go
44.018	2	1	3	LV Go
47.018	2	1	3	LV Go
122.02	2	1	3	LV Go
125.02	2	1	3	LV Go
135.02	2	1	3	LV Go
27.018	2	1	4	LV NoGo
41.018	2	1	4	LV NoGo
60.02	2	1	4	LV NoGo
95.019	2	1	4	LV NoGo
145.02	2	1	4	LV NoGo
157.02	2	1	4	LV NoGo
20.018	2	1	5	HV Neutral
52.019	2	1	5	HV Neutral
72.02	2	1	5	HV Neutral
85.019	2	1	5	HV Neutral
116.02	2	1	5	HV Neutral
148.02	2	1	5	HV Neutral
11.018	2	1	6	LV Neutral
24.018	2	1	6	LV Neutral
63.018	2	1	6	LV Neutral
66.019	2	1	6	LV Neutral
90.019	2	1	6	LV Neutral
108.02	2	1	6	LV Neutral
75.02	2	1	7	HV Sanity
152.02	2	1	7	HV Sanity
15.018	2	1	8	LV Sanity
69.019	2	1	8	LV Sanity
79.019	2	0.10101	9	HV Go - by choice
82.019	2	0.18434	9	HV Go - by choice
102.02	2	0.017677	9	HV Go - by choice
111.02	2	-0.14899	9	HV Go - by choice
119.02	2	-0.088384	9	HV Go - by choice
161.02	2	-0.065657	9	HV Go - by choice
2.024	2	-0.016414	10	HV NoGo - by choice
6.0177	2	0.40025	10	HV NoGo - by choice
35.018	2	-0.099747	10	HV NoGo - by choice
105.02	2	-0.099747	10	HV NoGo - by choice
130.02	2	-0.0012626	10	HV NoGo - by choice
139.02	2	-0.18308	10	HV NoGo - by choice
31.018	2	0.25	11	LV Go - by choice
44.018	2	0.16667	11	LV Go - by choice
47.018	2	0.16667	11	LV Go - by choice
122.02	2	-0.083333	11	LV Go - by choice
125.02	2	-0.16667	11	LV Go - by choice
135.02	2	-0.33333	11	LV Go - by choice
27.018	2	-5.5511e-17	12	LV NoGo - by choice
41.018	2	-5.5511e-17	12	LV NoGo - by choice
60.02	2	-5.5511e-17	12	LV NoGo - by choice
95.019	2	-0.16667	12	LV NoGo - by choice
145.02	2	-5.5511e-17	12	LV NoGo - by choice
157.02	2	0.16667	12	LV NoGo - by choice
2.024	2	0.19591	13	All - by value
6.0177	2	0.16784	13	All - by value
11.018	2	-0.11183	13	All - by value
15.018	2	-0.30583	13	All - by value
20.018	2	0.3423	13	All - by value
24.018	2	-0.32453	13	All - by value
27.018	2	-0.30502	13	All - by value
31.018	2	-0.26286	13	All - by value
35.018	2	0.29415	13	All - by value
41.018	2	-0.24788	13	All - by value
44.018	2	-0.1946	13	All - by value
47.018	2	-0.18346	13	All - by value
52.019	2	0.12301	13	All - by value
60.02	2	-0.14281	13	All - by value
63.018	2	-0.13828	13	All - by value
66.019	2	-0.12315	13	All - by value
69.019	2	-0.32424	13	All - by value
72.02	2	0.11643	13	All - by value
75.02	2	0.34184	13	All - by value
79.019	2	0.20062	13	All - by value
82.019	2	0.30126	13	All - by value
85.019	2	0.34566	13	All - by value
90.019	2	-0.37321	13	All - by value
95.019	2	-0.21508	13	All - by value
102.02	2	0.15809	13	All - by value
105.02	2	0.29223	13	All - by value
108.02	2	-0.094022	13	All - by value
111.02	2	0.24816	13	All - by value
116.02	2	0.14049	13	All - by value
119.02	2	0.18928	13	All - by value
122.02	2	-0.23024	13	All - by value
125.02	2	-0.18555	13	All - by value
130.02	2	0.16231	13	All - by value
135.02	2	-0.29106	13	All - by value
139.02	2	0.21684	13	All - by value
145.02	2	-0.22211	13	All - by value
148.02	2	0.1023	13	All - by value
152.02	2	0.31311	13	All - by value
157.02	2	-0.19094	13	All - by value
161.02	2	0.21487	13	All - by value
