onset	duration	parametric_modulation	regressor	description
21.018	0.95604	1	1	HV Go
31.02	0.95604	1	1	HV Go
37.021	0.95604	1	1	HV Go
46.022	0.95604	1	1	HV Go
49.023	0.95604	1	1	HV Go
88.015	0.95604	1	1	HV Go
107.02	0.95604	1	1	HV Go
113.02	0.95604	1	1	HV Go
123.02	0.95604	1	1	HV Go
126.02	0.95604	1	1	HV Go
143.02	0.95604	1	1	HV Go
163.03	0.95604	1	1	HV Go
175.02	0.95604	1	1	HV Go
185.02	0.95604	1	1	HV Go
21.018	0.95604	0.1158	2	HV Go - by choice
31.02	0.95604	0.1158	2	HV Go - by choice
37.021	0.95604	0.1158	2	HV Go - by choice
46.022	0.95604	0.1158	2	HV Go - by choice
49.023	0.95604	0.1158	2	HV Go - by choice
88.015	0.95604	-0.21753	2	HV Go - by choice
107.02	0.95604	-0.088745	2	HV Go - by choice
113.02	0.95604	0.1158	2	HV Go - by choice
123.02	0.95604	-0.1342	2	HV Go - by choice
126.02	0.95604	-0.1342	2	HV Go - by choice
143.02	0.95604	0.1158	2	HV Go - by choice
163.03	0.95604	-0.1342	2	HV Go - by choice
175.02	0.95604	0.1158	2	HV Go - by choice
185.02	0.95604	-0.21753	2	HV Go - by choice
21.018	0.95604	-0.04	3	HV Go - by value diff
31.02	0.95604	-0.11	3	HV Go - by value diff
37.021	0.95604	0.01	3	HV Go - by value diff
46.022	0.95604	0.06	3	HV Go - by value diff
49.023	0.95604	-0.01	3	HV Go - by value diff
88.015	0.95604	-0.03	3	HV Go - by value diff
107.02	0.95604	0	3	HV Go - by value diff
113.02	0.95604	0.04	3	HV Go - by value diff
123.02	0.95604	0.02	3	HV Go - by value diff
126.02	0.95604	0.05	3	HV Go - by value diff
143.02	0.95604	0.02	3	HV Go - by value diff
163.03	0.95604	0	3	HV Go - by value diff
175.02	0.95604	-0.02	3	HV Go - by value diff
185.02	0.95604	-0.01	3	HV Go - by value diff
69.027	0.95604	1	4	HV NoGo
118.02	0.95604	1	4	HV NoGo
157.03	0.95604	1	4	HV NoGo
172.03	0.95604	1	4	HV NoGo
69.027	0.95604	0.10417	5	HV NoGo - by choice
118.02	0.95604	-0.0625	5	HV NoGo - by choice
157.03	0.95604	-0.14583	5	HV NoGo - by choice
172.03	0.95604	0.10417	5	HV NoGo - by choice
69.027	0.95604	0.03	6	HV NoGo - by value diff
118.02	0.95604	-0.09	6	HV NoGo - by value diff
157.03	0.95604	-0.06	6	HV NoGo - by value diff
172.03	0.95604	0.03	6	HV NoGo - by value diff
21.018	0.95604	-0.19082	7	HV - by RT
31.02	0.95604	0.1184	7	HV - by RT
37.021	0.95604	-0.040681	7	HV - by RT
46.022	0.95604	0.056749	7	HV - by RT
49.023	0.95604	-0.10575	7	HV - by RT
69.027	0.95604	0.37267	7	HV - by RT
88.015	0.95604	-0.14382	7	HV - by RT
107.02	0.95604	0.18474	7	HV - by RT
113.02	0.95604	-0.10437	7	HV - by RT
118.02	0.95604	-0.11301	7	HV - by RT
123.02	0.95604	0.031919	7	HV - by RT
126.02	0.95604	-0.19964	7	HV - by RT
143.02	0.95604	-0.075471	7	HV - by RT
157.03	0.95604	-0.13192	7	HV - by RT
163.03	0.95604	0.47	7	HV - by RT
172.03	0.95604	-0.086681	7	HV - by RT
175.02	0.95604	-0.0031106	7	HV - by RT
185.02	0.95604	-0.039201	7	HV - by RT
2.0173	0.95604	1	8	LV Go
6.017	0.95604	1	8	LV Go
13.017	0.95604	1	8	LV Go
16.017	0.95604	1	8	LV Go
34.02	0.95604	1	8	LV Go
59.025	0.95604	1	8	LV Go
64.026	0.95604	1	8	LV Go
91.015	0.95604	1	8	LV Go
140.02	0.95604	1	8	LV Go
