onset	duration	parametric_modulation	regressor	description
16.364	1	1	1	HV Go
27.366	1	1	1	HV Go
32.367	1	1	1	HV Go
92.363	1	1	1	HV Go
102.36	1	1	1	HV Go
105.36	1	1	1	HV Go
165.14	1	1	1	HV Go
199.13	1	1	1	HV Go
215.13	1	1	1	HV Go
232.14	1	1	1	HV Go
236.14	1	1	1	HV Go
239.14	1	1	1	HV Go
16.364	1	0.069444	2	HV Go - by choice
27.366	1	-0.18056	2	HV Go - by choice
32.367	1	0.31944	2	HV Go - by choice
92.363	1	0.15278	2	HV Go - by choice
102.36	1	-0.18056	2	HV Go - by choice
105.36	1	-0.18056	2	HV Go - by choice
165.14	1	-0.18056	2	HV Go - by choice
199.13	1	0.069444	2	HV Go - by choice
215.13	1	0.31944	2	HV Go - by choice
232.14	1	-0.18056	2	HV Go - by choice
236.14	1	0.15278	2	HV Go - by choice
239.14	1	-0.18056	2	HV Go - by choice
16.364	1	-0.066667	3	HV Go - by value
27.366	1	0.053333	3	HV Go - by value
32.367	1	0.073333	3	HV Go - by value
92.363	1	-0.026667	3	HV Go - by value
102.36	1	-0.026667	3	HV Go - by value
105.36	1	-0.0066667	3	HV Go - by value
165.14	1	-0.0066667	3	HV Go - by value
199.13	1	-0.066667	3	HV Go - by value
215.13	1	0.073333	3	HV Go - by value
232.14	1	0.053333	3	HV Go - by value
236.14	1	-0.026667	3	HV Go - by value
239.14	1	-0.026667	3	HV Go - by value
16.364	1	-0.12222	4	HV Go - by GSD
27.366	1	-0.11122	4	HV Go - by GSD
32.367	1	-0.10622	4	HV Go - by GSD
92.363	1	-0.04622	4	HV Go - by GSD
102.36	1	-0.03622	4	HV Go - by GSD
105.36	1	-0.03322	4	HV Go - by GSD
165.14	1	0.026557	4	HV Go - by GSD
199.13	1	0.060548	4	HV Go - by GSD
215.13	1	0.076549	4	HV Go - by GSD
232.14	1	0.093552	4	HV Go - by GSD
236.14	1	0.097553	4	HV Go - by GSD
239.14	1	0.10055	4	HV Go - by GSD
5.3625	1	1	5	LV Go
19.365	1	1	5	LV Go
82.363	1	1	5	LV Go
98.364	1	1	5	LV Go
112.36	1	1	5	LV Go
122.37	1	1	5	LV Go
130.13	1	1	5	LV Go
180.14	1	1	5	LV Go
196.15	1	1	5	LV Go
221.13	1	1	5	LV Go
226.13	1	1	5	LV Go
230.14	1	1	5	LV Go
5.3625	1	-0.19444	6	LV Go - by choice
19.365	1	0.22222	6	LV Go - by choice
82.363	1	0.22222	6	LV Go - by choice
98.364	1	-0.027778	6	LV Go - by choice
112.36	1	0.055556	6	LV Go - by choice
122.37	1	-0.27778	6	LV Go - by choice
130.13	1	0.055556	6	LV Go - by choice
180.14	1	0.22222	6	LV Go - by choice
196.15	1	-0.27778	6	LV Go - by choice
221.13	1	-0.19444	6	LV Go - by choice
226.13	1	0.22222	6	LV Go - by choice
230.14	1	-0.027778	6	LV Go - by choice
5.3625	1	0.023333	7	LV Go - by value
19.365	1	0.093333	7	LV Go - by value
82.363	1	-0.026667	7	LV Go - by value
98.364	1	-0.016667	7	LV Go - by value
112.36	1	-0.056667	7	LV Go - by value
122.37	1	-0.016667	7	LV Go - by value
130.13	1	-0.056667	7	LV Go - by value
180.14	1	0.093333	7	LV Go - by value
196.15	1	-0.016667	7	LV Go - by value
221.13	1	0.023333	7	LV Go - by value
226.13	1	-0.026667	7	LV Go - by value
230.14	1	-0.016667	7	LV Go - by value
5.3625	1	0.07361	8	LV Go - by GSD
19.365	1	0.02361	8	LV Go - by GSD
82.363	1	-0.00972	8	LV Go - by GSD
98.364	1	-0.05972	8	LV Go - by GSD
112.36	1	-0.02639	8	LV Go - by GSD
122.37	1	-0.02639	8	LV Go - by GSD
130.13	1	-0.02639	8	LV Go - by GSD
180.14	1	-0.00972	8	LV Go - by GSD
196.15	1	-0.00972	8	LV Go - by GSD
221.13	1	0.02361	8	LV Go - by GSD
226.13	1	0.02361	8	LV Go - by GSD
230.14	1	0.02361	8	LV Go - by GSD
12.364	1	1	9	HV NoGo
40.369	1	1	9	HV NoGo
60.372	1	1	9	HV NoGo
68.374	1	1	9	HV NoGo
110.36	1	1	9	HV NoGo
137.14	1	1	9	HV NoGo
143.14	1	1	9	HV NoGo
152.14	1	1	9	HV NoGo
162.14	1	1	9	HV NoGo
176.14	1	1	9	HV NoGo
192.15	1	1	9	HV NoGo
12.364	1	0.068182	10	HV NoGo - by choice
40.369	1	-0.18182	10	HV NoGo - by choice
60.372	1	-0.098485	10	HV NoGo - by choice
68.374	1	0.31818	10	HV NoGo - by choice
110.36	1	0.068182	10	HV NoGo - by choice
137.14	1	-0.098485	10	HV NoGo - by choice
143.14	1	0.31818	10	HV NoGo - by choice
152.14	1	-0.18182	10	HV NoGo - by choice
162.14	1	0.068182	10	HV NoGo - by choice
176.14	1	0.068182	10	HV NoGo - by choice
192.15	1	-0.34848	10	HV NoGo - by choice
12.364	1	-0.0054545	11	HV NoGo - by value
40.369	1	-0.025455	11	HV NoGo - by value
60.372	1	-0.015455	11	HV NoGo - by value
68.374	1	0.084545	11	HV NoGo - by value
110.36	1	-0.0054545	11	HV NoGo - by value
137.14	1	-0.015455	11	HV NoGo - by value
143.14	1	0.084545	11	HV NoGo - by value
152.14	1	-0.025455	11	HV NoGo - by value
162.14	1	-0.0054545	11	HV NoGo - by value
176.14	1	-0.0054545	11	HV NoGo - by value
192.15	1	-0.065455	11	HV NoGo - by value
36.368	1	1	12	LV NoGo
55.371	1	1	12	LV NoGo
72.374	1	1	12	LV NoGo
78.363	1	1	12	LV NoGo
88.363	1	1	12	LV NoGo
94.364	1	1	12	LV NoGo
147.14	1	1	12	LV NoGo
150.14	1	1	12	LV NoGo
169.14	1	1	12	LV NoGo
171.14	1	1	12	LV NoGo
203.13	1	1	12	LV NoGo
210.13	1	1	12	LV NoGo
36.368	1	-0.22222	13	LV NoGo - by choice
55.371	1	0.36111	13	LV NoGo - by choice
72.374	1	-0.22222	13	LV NoGo - by choice
78.363	1	0.027778	13	LV NoGo - by choice
88.363	1	0.27778	13	LV NoGo - by choice
94.364	1	-0.22222	13	LV NoGo - by choice
147.14	1	0.27778	13	LV NoGo - by choice
150.14	1	-0.22222	13	LV NoGo - by choice
169.14	1	-0.22222	13	LV NoGo - by choice
171.14	1	0.027778	13	LV NoGo - by choice
203.13	1	-0.22222	13	LV NoGo - by choice
210.13	1	0.36111	13	LV NoGo - by choice
36.368	1	-0.023333	14	LV NoGo - by value
55.371	1	-0.023333	14	LV NoGo - by value
72.374	1	-0.053333	14	LV NoGo - by value
78.363	1	0.076667	14	LV NoGo - by value
88.363	1	-0.013333	14	LV NoGo - by value
94.364	1	0.036667	14	LV NoGo - by value
147.14	1	-0.013333	14	LV NoGo - by value
150.14	1	0.036667	14	LV NoGo - by value
169.14	1	-0.053333	14	LV NoGo - by value
171.14	1	0.076667	14	LV NoGo - by value
203.13	1	-0.023333	14	LV NoGo - by value
210.13	1	-0.023333	14	LV NoGo - by value
0	0	0	15	Go - missed
2.379	1	1	16	NoGo - erroneous response
9.3631	1	1	17	NoGo - Sanity and fillers
21.365	1	1	17	NoGo - Sanity and fillers
24.366	1	1	17	NoGo - Sanity and fillers
34.368	1	1	17	NoGo - Sanity and fillers
47.37	1	1	17	NoGo - Sanity and fillers
49.37	1	1	17	NoGo - Sanity and fillers
51.371	1	1	17	NoGo - Sanity and fillers
53.371	1	1	17	NoGo - Sanity and fillers
57.372	1	1	17	NoGo - Sanity and fillers
62.373	1	1	17	NoGo - Sanity and fillers
64.373	1	1	17	NoGo - Sanity and fillers
80.363	1	1	17	NoGo - Sanity and fillers
84.363	1	1	17	NoGo - Sanity and fillers
90.363	1	1	17	NoGo - Sanity and fillers
115.37	1	1	17	NoGo - Sanity and fillers
119.37	1	1	17	NoGo - Sanity and fillers
124.15	1	1	17	NoGo - Sanity and fillers
128.13	1	1	17	NoGo - Sanity and fillers
135.14	1	1	17	NoGo - Sanity and fillers
139.14	1	1	17	NoGo - Sanity and fillers
145.14	1	1	17	NoGo - Sanity and fillers
156.14	1	1	17	NoGo - Sanity and fillers
167.14	1	1	17	NoGo - Sanity and fillers
173.14	1	1	17	NoGo - Sanity and fillers
183.14	1	1	17	NoGo - Sanity and fillers
187.14	1	1	17	NoGo - Sanity and fillers
201.13	1	1	17	NoGo - Sanity and fillers
213.13	1	1	17	NoGo - Sanity and fillers
219.13	1	1	17	NoGo - Sanity and fillers
224.13	1	1	17	NoGo - Sanity and fillers
241.14	1	1	17	NoGo - Sanity and fillers
244.14	1	1	17	NoGo - Sanity and fillers
5.3625	1	0.013005	18	All Go - by RT
16.364	1	0.044036	18	All Go - by RT
19.365	1	0.032633	18	All Go - by RT
27.366	1	-0.030881	18	All Go - by RT
32.367	1	0.073233	18	All Go - by RT
82.363	1	0.057241	18	All Go - by RT
92.363	1	0.10203	18	All Go - by RT
98.364	1	-0.0070372	18	All Go - by RT
102.36	1	-0.090094	18	All Go - by RT
105.36	1	-0.071204	18	All Go - by RT
112.36	1	0.00084217	18	All Go - by RT
122.37	1	0.038146	18	All Go - by RT
130.13	1	0.055058	18	All Go - by RT
165.14	1	-0.04405	18	All Go - by RT
180.14	1	0.15333	18	All Go - by RT
196.15	1	-0.034503	18	All Go - by RT
199.13	1	-0.072244	18	All Go - by RT
215.13	1	-0.0091556	18	All Go - by RT
221.13	1	-0.045224	18	All Go - by RT
226.13	1	-0.04311	18	All Go - by RT
230.14	1	-0.0097624	18	All Go - by RT
232.14	1	-0.048154	18	All Go - by RT
236.14	1	-0.025821	18	All Go - by RT
239.14	1	-0.038313	18	All Go - by RT
