onset	duration	parametric_modulation	regressor	description
27.028	2	1	1	HV Go
31.028	2	1	1	HV Go
47.028	2	1	1	HV Go
52.028	2	1	1	HV Go
105.03	2	1	1	HV Go
157.03	2	1	1	HV Go
2.1515	2	1	2	HV NoGo
66.032	2	1	2	HV NoGo
75.029	2	1	2	HV NoGo
102.03	2	1	2	HV NoGo
119.03	2	1	2	HV NoGo
148.03	2	1	2	HV NoGo
6.0275	2	1	3	LV Go
35.028	2	1	3	LV Go
41.028	2	1	3	LV Go
60.028	2	1	3	LV Go
79.029	2	1	3	LV Go
135.03	2	1	3	LV Go
20.028	2	1	4	LV NoGo
44.028	2	1	4	LV NoGo
90.029	2	1	4	LV NoGo
95.029	2	1	4	LV NoGo
111.03	2	1	4	LV NoGo
116.03	2	1	4	LV NoGo
11.028	2	1	5	HV Neutral
63.029	2	1	5	HV Neutral
72.029	2	1	5	HV Neutral
108.03	2	1	5	HV Neutral
125.03	2	1	5	HV Neutral
130.03	2	1	5	HV Neutral
24.028	2	1	6	LV Neutral
69.028	2	1	6	LV Neutral
82.029	2	1	6	LV Neutral
122.03	2	1	6	LV Neutral
145.03	2	1	6	LV Neutral
152.03	2	1	6	LV Neutral
85.029	2	1	7	HV Sanity
139.03	2	1	7	HV Sanity
15.028	2	1	8	LV Sanity
161.03	2	1	8	LV Sanity
27.028	2	0.17551	9	HV Go - by choice
31.028	2	-0.074495	9	HV Go - by choice
47.028	2	-0.21086	9	HV Go - by choice
52.028	2	0.0088384	9	HV Go - by choice
105.03	2	-0.15783	9	HV Go - by choice
157.03	2	0.25884	9	HV Go - by choice
2.1515	2	-0.34343	10	HV NoGo - by choice
66.032	2	0.30051	10	HV NoGo - by choice
75.029	2	-0.010101	10	HV NoGo - by choice
102.03	2	0.15657	10	HV NoGo - by choice
119.03	2	0.2399	10	HV NoGo - by choice
148.03	2	-0.34343	10	HV NoGo - by choice
6.0275	2	-0.032407	11	LV Go - by choice
35.028	2	-0.032407	11	LV Go - by choice
41.028	2	-0.28241	11	LV Go - by choice
60.028	2	0.38426	11	LV Go - by choice
79.029	2	-0.1713	11	LV Go - by choice
135.03	2	0.13426	11	LV Go - by choice
20.028	2	0.21414	12	LV NoGo - by choice
44.028	2	0.38081	12	LV NoGo - by choice
90.029	2	-0.18737	12	LV NoGo - by choice
95.029	2	-0.035859	12	LV NoGo - by choice
111.03	2	-0.16919	12	LV NoGo - by choice
116.03	2	-0.20253	12	LV NoGo - by choice
2.1515	2	0.22374	13	All - by value
6.0275	2	-0.20882	13	All - by value
11.028	2	0.42482	13	All - by value
15.028	2	-0.28982	13	All - by value
20.028	2	-0.16309	13	All - by value
24.028	2	-0.31615	13	All - by value
27.028	2	0.13538	13	All - by value
31.028	2	0.17142	13	All - by value
35.028	2	-0.14881	13	All - by value
41.028	2	-0.22159	13	All - by value
44.028	2	-0.20486	13	All - by value
47.028	2	0.16836	13	All - by value
52.028	2	0.14735	13	All - by value
60.028	2	-0.16616	13	All - by value
63.029	2	0.10781	13	All - by value
66.032	2	0.14659	13	All - by value
69.028	2	-0.11869	13	All - by value
72.029	2	0.35471	13	All - by value
75.029	2	0.16706	13	All - by value
79.029	2	-0.14428	13	All - by value
82.029	2	-0.31465	13	All - by value
85.029	2	0.28861	13	All - by value
90.029	2	-0.1722	13	All - by value
95.029	2	-0.13514	13	All - by value
102.03	2	0.14707	13	All - by value
105.03	2	0.19539	13	All - by value
108.03	2	0.10017	13	All - by value
111.03	2	-0.25597	13	All - by value
116.03	2	-0.21333	13	All - by value
119.03	2	0.2366	13	All - by value
122.03	2	-0.086369	13	All - by value
125.03	2	0.11512	13	All - by value
130.03	2	0.10095	13	All - by value
135.03	2	-0.25211	13	All - by value
139.03	2	0.29273	13	All - by value
145.03	2	-0.10167	13	All - by value
148.03	2	0.17253	13	All - by value
152.03	2	-0.12075	13	All - by value
157.03	2	0.23682	13	All - by value
161.03	2	-0.29876	13	All - by value
