onset	duration	parametric_modulation	regressor	description
22.026	2	1	1	HV Go
37.02	2	1	1	HV Go
56.02	2	1	1	HV Go
92.022	2	1	1	HV Go
122.03	2	1	1	HV Go
142.02	2	1	1	HV Go
2.1559	2	1	2	HV NoGo
7.0234	2	1	2	HV NoGo
16.025	2	1	2	HV NoGo
68.021	2	1	2	HV NoGo
86.021	2	1	2	HV NoGo
145.02	2	1	2	HV NoGo
59.02	2	1	3	LV Go
81.021	2	1	3	LV Go
115.03	2	1	3	LV Go
130.03	2	1	3	LV Go
137.02	2	1	3	LV Go
157.02	2	1	3	LV Go
10.024	2	1	4	LV NoGo
27.027	2	1	4	LV NoGo
33.028	2	1	4	LV NoGo
40.02	2	1	4	LV NoGo
45.02	2	1	4	LV NoGo
77.021	2	1	4	LV NoGo
30.028	2	1	5	HV Neutral
62.02	2	1	5	HV Neutral
101.02	2	1	5	HV Neutral
104.02	2	1	5	HV Neutral
134.03	2	1	5	HV Neutral
154.02	2	1	5	HV Neutral
19.025	2	1	6	LV Neutral
52.02	2	1	6	LV Neutral
65.021	2	1	6	LV Neutral
97.023	2	1	6	LV Neutral
119.03	2	1	6	LV Neutral
127.03	2	1	6	LV Neutral
72.021	2	1	7	HV Sanity
161.02	2	1	7	HV Sanity
107.02	2	1	8	LV Sanity
150.02	2	1	8	LV Sanity
22.026	2	-0.013889	9	HV Go - by choice
37.02	2	0.23611	9	HV Go - by choice
56.02	2	-0.18056	9	HV Go - by choice
92.022	2	-0.013889	9	HV Go - by choice
122.03	2	0.23611	9	HV Go - by choice
142.02	2	-0.26389	9	HV Go - by choice
2.1559	2	-0.40278	10	HV NoGo - by choice
7.0234	2	-0.40278	10	HV NoGo - by choice
16.025	2	-0.15278	10	HV NoGo - by choice
68.021	2	0.34722	10	HV NoGo - by choice
86.021	2	0.43056	10	HV NoGo - by choice
145.02	2	0.18056	10	HV NoGo - by choice
59.02	2	-0.3649	11	LV Go - by choice
81.021	2	-0.17551	11	LV Go - by choice
115.03	2	-0.19823	11	LV Go - by choice
130.03	2	-0.031566	11	LV Go - by choice
137.02	2	0.3851	11	LV Go - by choice
157.02	2	0.3851	11	LV Go - by choice
10.024	2	-0.27273	12	LV NoGo - by choice
27.027	2	0.12121	12	LV NoGo - by choice
33.028	2	0.20455	12	LV NoGo - by choice
40.02	2	0.12121	12	LV NoGo - by choice
45.02	2	-0.12879	12	LV NoGo - by choice
77.021	2	-0.045455	12	LV NoGo - by choice
2.1559	2	0.25088	13	All - by value
7.0234	2	0.24892	13	All - by value
10.024	2	-0.32772	13	All - by value
16.025	2	0.21836	13	All - by value
19.025	2	-0.36864	13	All - by value
22.026	2	0.27451	13	All - by value
27.027	2	-0.25146	13	All - by value
30.028	2	0.077542	13	All - by value
33.028	2	-0.15329	13	All - by value
37.02	2	0.18791	13	All - by value
40.02	2	-0.18847	13	All - by value
45.02	2	-0.3077	13	All - by value
52.02	2	-0.14585	13	All - by value
56.02	2	0.21265	13	All - by value
59.02	2	-0.21202	13	All - by value
62.02	2	0.076001	13	All - by value
65.021	2	-0.36459	13	All - by value
68.021	2	0.29553	13	All - by value
72.021	2	0.34668	13	All - by value
77.021	2	-0.1567	13	All - by value
81.021	2	-0.15275	13	All - by value
86.021	2	0.18443	13	All - by value
92.022	2	0.27737	13	All - by value
97.023	2	-0.10529	13	All - by value
101.02	2	0.061087	13	All - by value
104.02	2	0.36202	13	All - by value
107.02	2	-0.34367	13	All - by value
115.03	2	-0.29911	13	All - by value
119.03	2	-0.14232	13	All - by value
122.03	2	0.23246	13	All - by value
127.03	2	-0.144	13	All - by value
130.03	2	-0.32923	13	All - by value
134.03	2	0.16712	13	All - by value
137.02	2	-0.22413	13	All - by value
142.02	2	0.26614	13	All - by value
145.02	2	0.2669	13	All - by value
150.02	2	-0.33169	13	All - by value
154.02	2	0.36218	13	All - by value
157.02	2	-0.16806	13	All - by value
161.02	2	0.34801	13	All - by value
